,tweet_id,timestamp,source,text,expanded_urls,name,rat_den,rat_num,dog_type,created_at,likes,retweet_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
436,803276597545603072,2016-11-28 16:37:19,http://twitter.com/download/iphone,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL,https://twitter.com/dog_rates/status/803276597545603072/photo/1,Winston,10.0,11.0,None,2016-11-28 16:37:19,10348.0,2543.0,https://pbs.twimg.com/media/CyXPzXRWgAAvd1j.jpg,1.0,Pembroke,0.457086,True,Chow,0.30780100000000005,True,Golden_retriever,0.0499882,True
437,802952499103731712,2016-11-27 19:09:28,http://twitter.com/download/iphone,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh,https://twitter.com/dog_rates/status/802952499103731712/photo/1,Marley,10.0,12.0,None,2016-11-27 19:09:28,9306.0,2080.0,https://pbs.twimg.com/media/CySpCSHXcAAN-qC.jpg,1.0,Chow,0.944032,True,Golden_retriever,0.0172398,True,Pomeranian,0.0120848,True
439,802572683846291456,2016-11-26 18:00:13,http://twitter.com/download/iphone,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution https://t.co/EFfLCP7oQv,https://twitter.com/dog_rates/status/802572683846291456/photo/1,Winnie,10.0,12.0,None,2016-11-26 18:00:13,9223.0,2595.0,https://pbs.twimg.com/media/CyNPmJgXcAECPuB.jpg,1.0,Golden_retriever,0.610171,True,Labrador_retriever,0.173252,True,Cocker_spaniel,0.163257,True
440,802323869084381190,2016-11-26 01:31:31,http://twitter.com/download/iphone,This is Severus. He's here to fix your cable. Looks like he succeeded. Even offered to pupgrade your plan. 13/10 h*ckin helpful https://t.co/aX4brLLpWZ,"https://twitter.com/dog_rates/status/802323869084381190/photo/1,https://twitter.com/dog_rates/status/802323869084381190/photo/1,https://twitter.com/dog_rates/status/802323869084381190/photo/1,https://twitter.com/dog_rates/status/802323869084381190/photo/1",Severus,10.0,13.0,None,2016-11-26 01:31:31,16714.0,6041.0,https://pbs.twimg.com/media/CyJtSmDUAAA2F9x.jpg,4.0,Home_theater,0.765069,False,Television,0.203578,False,Entertainment_center,0.0186435,False
441,802239329049477120,2016-11-25 19:55:35,http://twitter.com/download/iphone,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,"https://twitter.com/dog_rates/status/802239329049477120/photo/1,https://twitter.com/dog_rates/status/802239329049477120/photo/1",Loki,10.0,12.0,puppo,2016-11-25 19:55:35,9365.0,2711.0,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,2.0,Eskimo_dog,0.482498,True,Siberian_husky,0.335774,True,Malamute,0.134589,True
442,801958328846974976,2016-11-25 01:18:59,http://twitter.com/download/iphone,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,https://twitter.com/dog_rates/status/801958328846974976/photo/1,Ronnie,10.0,12.0,None,2016-11-25 01:18:59,7981.0,1768.0,https://pbs.twimg.com/media/CyEg2AXUsAA1Qpf.jpg,1.0,Staffordshire_bullterrier,0.327887,True,American_staffordshire_terrier,0.271916,True,Labrador_retriever,0.247619,True
443,801538201127157760,2016-11-23 21:29:33,http://twitter.com/download/iphone,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe,https://twitter.com/dog_rates/status/801538201127157760/photo/1,Wallace,10.0,12.0,None,2016-11-23 21:29:33,8471.0,2133.0,https://pbs.twimg.com/media/Cx-itFWWIAAZu7l.jpg,1.0,Pembroke,0.550506,True,Cardigan,0.306612,True,Shetland_sheepdog,0.054229999999999993,True
444,801285448605831168,2016-11-23 04:45:12,http://twitter.com/download/iphone,oh h*ck 10/10 https://t.co/bC69RrW559,https://twitter.com/dog_rates/status/801285448605831168/photo/1,None,10.0,10.0,None,2016-11-23 04:45:12,6252.0,851.0,https://pbs.twimg.com/media/Cx683NPUAAAjyU4.jpg,1.0,Minivan,0.789376,False,Beach_wagon,0.081125,False,Convertible,0.0645338,False
445,801167903437357056,2016-11-22 20:58:07,http://twitter.com/download/iphone,This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,https://twitter.com/dog_rates/status/801167903437357056/photo/1,Milo,10.0,13.0,None,2016-11-22 20:58:07,25267.0,6138.0,https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,1.0,Cocker_spaniel,0.74022,True,Dandie_dinmont,0.061604499999999986,True,English_setter,0.0413314,True
446,801115127852503040,2016-11-22 17:28:25,http://twitter.com/download/iphone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",Bones,10.0,12.0,doggo/pupper,2016-11-22 17:28:25,8338.0,2181.0,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1.0,Dalmatian,0.823356,True,English_setter,0.0946019,True,Bluetick,0.0219534,True
447,800751577355128832,2016-11-21 17:23:47,http://twitter.com/download/iphone,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG,"https://twitter.com/dog_rates/status/800751577355128832/photo/1,https://twitter.com/dog_rates/status/800751577355128832/photo/1,https://twitter.com/dog_rates/status/800751577355128832/photo/1",Mauve,10.0,12.0,None,2016-11-21 17:23:47,10887.0,2892.0,https://pbs.twimg.com/media/CxzXOyBW8AEu_Oi.jpg,2.0,Cocker_spaniel,0.771984,True,Miniature_poodle,0.07665280000000001,True,Toy_poodle,0.0396183,True
448,800513324630806528,2016-11-21 01:37:04,http://twitter.com/download/iphone,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm,https://twitter.com/dog_rates/status/800513324630806528/photo/1,Chef,10.0,11.0,None,2016-11-21 01:37:04,13558.0,3097.0,https://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg,1.0,Pembroke,0.8289040000000001,True,Cardigan,0.167373,True,Chihuahua,0.0007659339999999999,True
449,800459316964663297,2016-11-20 22:02:27,http://twitter.com/download/iphone,Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca,https://twitter.com/dog_rates/status/800459316964663297/photo/1,None,10.0,12.0,pupper,2016-11-20 22:02:27,9802.0,2245.0,https://pbs.twimg.com/media/CxvNfrhWQAA2hKM.jpg,1.0,Teddy,0.31192800000000004,False,Ice_bear,0.184657,False,Christmas_stocking,0.173229,False
450,800388270626521089,2016-11-20 17:20:08,http://twitter.com/download/iphone,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,"https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1",Doc,10.0,12.0,floofer,2016-11-20 17:20:08,11521.0,2902.0,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,2.0,Golden_retriever,0.35986,True,Pembroke,0.194207,True,Collie,0.154603,True
451,800141422401830912,2016-11-20 00:59:15,http://twitter.com/download/iphone,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,"https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1",Peaches,10.0,13.0,None,2016-11-20 00:59:15,15787.0,2638.0,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,3.0,Golden_retriever,0.938048,True,Kuvasz,0.0251195,True,Labrador_retriever,0.0229773,True
452,800018252395122689,2016-11-19 16:49:49,http://twitter.com/download/iphone,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,https://twitter.com/dog_rates/status/800018252395122689/video/1,None,10.0,11.0,doggo,2016-11-19 16:49:49,29283.0,13642.0,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,1.0,Vacuum,0.289485,False,Punching_bag,0.243297,False,Barbell,0.14363,False
453,799757965289017345,2016-11-18 23:35:32,http://twitter.com/download/iphone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1",Sobe,10.0,13.0,doggo,2016-11-18 23:35:32,8668.0,2235.0,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,1.0,Border_collie,0.442534,True,Collie,0.288684,True,Shetland_sheepdog,0.196399,True
454,799422933579902976,2016-11-18 01:24:14,http://twitter.com/download/iphone,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly https://t.co/bpLuQuxzHZ,https://twitter.com/dog_rates/status/799422933579902976/photo/1,Longfellow,10.0,12.0,None,2016-11-18 01:24:14,8308.0,1995.0,https://pbs.twimg.com/media/Cxge6AdUQAAvXLB.jpg,1.0,Miniature_pinscher,0.58363,True,Redbone,0.276095,True,Toy_terrier,0.0185501,True
455,799297110730567681,2016-11-17 17:04:16,http://twitter.com/download/iphone,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf,"https://twitter.com/dog_rates/status/799297110730567681/photo/1,https://twitter.com/dog_rates/status/799297110730567681/photo/1",Jeffrey,10.0,11.0,None,2016-11-17 17:04:16,10205.0,2857.0,https://pbs.twimg.com/media/CxeseRgUoAM_SQK.jpg,1.0,Malamute,0.985028,True,Siberian_husky,0.00583442,True,Eskimo_dog,0.00544281,True
456,799063482566066176,2016-11-17 01:35:54,http://twitter.com/download/iphone,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,"https://twitter.com/dog_rates/status/799063482566066176/photo/1,https://twitter.com/dog_rates/status/799063482566066176/photo/1,https://twitter.com/dog_rates/status/799063482566066176/photo/1,https://twitter.com/dog_rates/status/799063482566066176/photo/1",Mister,10.0,11.0,None,2016-11-17 01:35:54,8342.0,2555.0,https://pbs.twimg.com/media/CxbX_n2WIAAHaLS.jpg,2.0,Norfolk_terrier,0.334436,True,Norwich_terrier,0.231573,True,Australian_terrier,0.21420300000000006,True
457,798933969379225600,2016-11-16 17:01:16,http://twitter.com/download/iphone,This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL,"https://twitter.com/dog_rates/status/798933969379225600/photo/1,https://twitter.com/dog_rates/status/798933969379225600/photo/1",Iroh,10.0,12.0,None,2016-11-16 17:01:16,13512.0,4636.0,https://pbs.twimg.com/media/CxZiLcLXUAApMVy.jpg,1.0,Siberian_husky,0.703224,True,Eskimo_dog,0.22935100000000005,True,Malamute,0.0443508,True
458,798925684722855936,2016-11-16 16:28:21,http://twitter.com/download/iphone,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow https://t.co/8yvpacwBcu,https://twitter.com/dog_rates/status/798925684722855936/photo/1,Shadow,10.0,11.0,None,2016-11-16 16:28:21,7716.0,1485.0,https://pbs.twimg.com/media/CxZaqh_WQAA7lY3.jpg,1.0,West_highland_white_terrier,0.539463,True,Cairn,0.184897,True,Norfolk_terrier,0.163024,True
459,798209839306514432,2016-11-14 17:03:50,http://twitter.com/download/iphone,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81,https://twitter.com/dog_rates/status/798209839306514432/photo/1,Cooper,10.0,13.0,None,2016-11-14 17:03:50,10742.0,2645.0,https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,1.0,Pekinese,0.524583,True,Shih-tzu,0.102931,True,Pomeranian,0.0978931,True
460,797971864723324932,2016-11-14 01:18:12,http://twitter.com/download/iphone,Here's a helicopter pupper. He takes off at random. H*ckin hard to control. 12/10 rare af https://t.co/GRWPgNKt2z,"https://twitter.com/dog_rates/status/797971864723324932/photo/1,https://twitter.com/dog_rates/status/797971864723324932/photo/1",None,10.0,12.0,pupper,2016-11-14 01:18:12,11991.0,3222.0,https://pbs.twimg.com/media/CxL3IWeVEAAAIE2.jpg,1.0,American_staffordshire_terrier,0.489845,True,Chihuahua,0.30576,True,Staffordshire_bullterrier,0.0727991,True
461,797545162159308800,2016-11-12 21:02:38,http://twitter.com/download/iphone,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,"https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1",Cassie,10.0,12.0,None,2016-11-12 21:02:38,15005.0,5042.0,https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,1.0,Pembroke,0.954089,True,Cardigan,0.033643900000000004,True,Papillon,0.00973566,True
462,797236660651966464,2016-11-12 00:36:46,http://twitter.com/download/iphone,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi,"https://twitter.com/dog_rates/status/797236660651966464/photo/1,https://twitter.com/dog_rates/status/797236660651966464/photo/1",Pancake,10.0,12.0,None,2016-11-12 00:36:46,20607.0,6837.0,https://pbs.twimg.com/media/CxBafisWQAAtJ1X.jpg,2.0,Collie,0.767005,True,Border_collie,0.100844,True,Kelpie,0.0483681,True
463,796865951799083009,2016-11-11 00:03:42,http://twitter.com/download/iphone,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet https://t.co/Jgnuiyvq06,https://twitter.com/dog_rates/status/796865951799083009/photo/1,Tyr,10.0,12.0,None,2016-11-11 00:03:42,7931.0,1982.0,https://pbs.twimg.com/media/Cw8JWZ2UsAAJOZ6.jpg,1.0,Cardigan,0.8391290000000001,True,Boston_bull,0.0806985,True,Pembroke,0.034505,True
464,796759840936919040,2016-11-10 17:02:03,http://twitter.com/download/iphone,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI,"https://twitter.com/dog_rates/status/796759840936919040/photo/1,https://twitter.com/dog_rates/status/796759840936919040/photo/1",Romeo,10.0,11.0,None,2016-11-10 17:02:03,12221.0,3155.0,https://pbs.twimg.com/media/Cw6o1JQXcAAtP78.jpg,1.0,American_staffordshire_terrier,0.463996,True,Staffordshire_bullterrier,0.155566,True,Weimaraner,0.137587,True
465,796484825502875648,2016-11-09 22:49:15,http://twitter.com/download/iphone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,https://twitter.com/dog_rates/status/796484825502875648/photo/1,None,10.0,12.0,doggo,2016-11-09 22:49:15,7815.0,1826.0,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,1.0,Cocker_spaniel,0.116924,True,Seat_belt,0.107511,False,Australian_terrier,0.0998434,True
466,796387464403357696,2016-11-09 16:22:22,http://twitter.com/download/iphone,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,"https://twitter.com/dog_rates/status/796387464403357696/photo/1,https://twitter.com/dog_rates/status/796387464403357696/photo/1",Snicku,10.0,12.0,None,2016-11-09 16:22:22,11368.0,4305.0,https://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg,1.0,Pekinese,0.461164,True,Pomeranian,0.28865,True,Siamese_cat,0.052423,False
467,796149749086875649,2016-11-09 00:37:46,http://twitter.com/download/iphone,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,"https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1",Ruby,10.0,11.0,None,2016-11-09 00:37:46,33311.0,14811.0,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,1.0,Golden_retriever,0.600276,True,Labrador_retriever,0.140798,True,Seat_belt,0.0873548,False
469,796116448414461957,2016-11-08 22:25:27,http://twitter.com/download/iphone,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN,https://twitter.com/dog_rates/status/796116448414461957/photo/1,None,10.0,11.0,None,2016-11-08 22:25:27,9404.0,2494.0,https://pbs.twimg.com/media/CwxfrguUUAA1cbl.jpg,1.0,Cardigan,0.700182,True,Pembroke,0.260738,True,Papillon,0.0171099,True
470,796080075804475393,2016-11-08 20:00:55,http://twitter.com/download/iphone,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,https://twitter.com/dog_rates/status/796080075804475393/photo/1,Yogi,10.0,12.0,None,2016-11-08 20:00:55,8728.0,2401.0,https://pbs.twimg.com/media/Cww-msrXcAAxm3K.jpg,1.0,Chow,0.973846,True,Tibetan_mastiff,0.014109899999999996,True,Gibbon,0.00235832,False
471,796031486298386433,2016-11-08 16:47:50,http://twitter.com/download/iphone,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,https://twitter.com/dog_rates/status/796031486298386433/photo/1,Daisy,10.0,13.0,None,2016-11-08 16:47:50,11155.0,3846.0,https://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,1.0,Golden_retriever,0.893775,True,Labrador_retriever,0.0701398,True,Doormat,0.00841853,False
472,795464331001561088,2016-11-07 03:14:10,http://twitter.com/download/iphone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,https://twitter.com/dog_rates/status/795464331001561088/video/1,None,10.0,13.0,doggo,2016-11-07 03:14:10,51261.0,24535.0,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1.0,Golden_retriever,0.193082,True,Chesapeake_bay_retriever,0.157927,True,Soft-coated_wheaten_terrier,0.124684,True
473,795400264262053889,2016-11-06 22:59:35,http://twitter.com/download/iphone,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,"https://twitter.com/dog_rates/status/795400264262053889/photo/1,https://twitter.com/dog_rates/status/795400264262053889/photo/1,https://twitter.com/dog_rates/status/795400264262053889/photo/1,https://twitter.com/dog_rates/status/795400264262053889/photo/1",Brody,10.0,12.0,None,2016-11-06 22:59:35,10402.0,2984.0,https://pbs.twimg.com/media/CwnUUGTWIAE8sFR.jpg,2.0,Golden_retriever,0.925494,True,Labrador_retriever,0.0592408,True,Tennis_ball,0.00449534,False
474,795076730285391872,2016-11-06 01:33:58,http://twitter.com/download/iphone,This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,"https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1",Bailey,10.0,11.0,None,2016-11-06 01:33:58,16735.0,5619.0,https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg,2.0,Gas_pump,0.676439,False,Harvester,0.049995300000000006,False,Swing,0.0446596,False
475,794926597468000259,2016-11-05 15:37:24,http://twitter.com/download/iphone,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop https://t.co/XRPvTPF0VH,https://twitter.com/dog_rates/status/794926597468000259/photo/1,Mack,10.0,12.0,None,2016-11-05 15:37:24,10603.0,2393.0,https://pbs.twimg.com/media/CwglhZVXgAAc3_w.jpg,1.0,Teddy,0.569566,False,Bath_towel,0.173745,False,Toy_poodle,0.0376618,True
476,794332329137291264,2016-11-04 00:15:59,http://twitter.com/download/iphone,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,https://twitter.com/dog_rates/status/794332329137291264/photo/1,Nimbus,10.0,12.0,None,2016-11-04 00:15:59,9869.0,2762.0,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,1.0,Samoyed,0.988307,True,Malamute,0.00490635,True,Great_pyrenees,0.00290129,True
477,794205286408003585,2016-11-03 15:51:10,http://twitter.com/download/iphone,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,"https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1",Laika,10.0,14.0,pupper,2016-11-03 15:51:10,9513.0,3434.0,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,3.0,Pedestal,0.66266,False,Fountain,0.294827,False,Brass,0.0203711,False
478,793962221541933056,2016-11-02 23:45:19,http://twitter.com/download/iphone,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,"https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1",Maximus,10.0,12.0,None,2016-11-02 23:45:19,17363.0,5068.0,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,1.0,Labrador_retriever,0.8616510000000001,True,Golden_retriever,0.0444618,True,Staffordshire_bullterrier,0.016496700000000003,True
479,793845145112371200,2016-11-02 16:00:06,http://twitter.com/download/iphone,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,https://twitter.com/dog_rates/status/793845145112371200/photo/1,Clark,10.0,13.0,None,2016-11-02 16:00:06,9524.0,1936.0,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,1.0,Old_english_sheepdog,0.7652770000000001,True,Bedlington_terrier,0.112753,True,Kerry_blue_terrier,0.0476617,True
480,793601777308463104,2016-11-01 23:53:02,http://twitter.com/download/iphone,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,https://twitter.com/dog_rates/status/793601777308463104/photo/1,Dobby,10.0,12.0,None,2016-11-01 23:53:02,8234.0,1687.0,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,1.0,Miniature_pinscher,0.538981,True,Chihuahua,0.21783,True,Toy_terrier,0.0891487,True
481,793500921481273345,2016-11-01 17:12:16,http://twitter.com/download/iphone,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,"https://twitter.com/dog_rates/status/793500921481273345/photo/1,https://twitter.com/dog_rates/status/793500921481273345/photo/1",Fiona,10.0,12.0,None,2016-11-01 17:12:16,11024.0,2466.0,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,2.0,Golden_retriever,0.326122,True,Labrador_retriever,0.219904,True,Chesapeake_bay_retriever,0.163366,True
482,793286476301799424,2016-11-01 03:00:09,http://twitter.com/download/iphone,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,"https://twitter.com/dog_rates/status/793286476301799424/photo/1,https://twitter.com/dog_rates/status/793286476301799424/photo/1",Moreton,10.0,13.0,None,2016-11-01 03:00:09,25393.0,9510.0,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,1.0,Afghan_hound,0.274637,True,Borzoi,0.142204,True,Doormat,0.109677,False
483,793271401113350145,2016-11-01 02:00:14,http://twitter.com/download/iphone,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,https://twitter.com/dog_rates/status/793271401113350145/photo/1,Dave,10.0,12.0,None,2016-11-01 02:00:14,8977.0,2477.0,https://pbs.twimg.com/media/CwJEIKTWYAAvL-T.jpg,1.0,Siberian_husky,0.231695,True,Eskimo_dog,0.206749,True,Pembroke,0.0701195,True
484,793256262322548741,2016-11-01 01:00:05,http://twitter.com/download/iphone,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,https://twitter.com/dog_rates/status/793256262322548741/photo/1,None,10.0,12.0,None,2016-11-01 01:00:05,20620.0,8652.0,https://pbs.twimg.com/media/CwI2XCvXEAEO8mc.jpg,1.0,Basset,0.207622,True,Walker_hound,0.0605742,True,Beagle,0.0412205,True
485,793241302385262592,2016-11-01 00:00:38,http://twitter.com/download/iphone,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,https://twitter.com/dog_rates/status/793241302385262592/photo/1,Tucker,10.0,13.0,None,2016-11-01 00:00:38,10863.0,3403.0,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,1.0,Golden_retriever,0.559308,True,Labrador_retriever,0.390222,True,Cocker_spaniel,0.0363157,True
486,793226087023144960,2016-10-31 23:00:11,http://twitter.com/download/iphone,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj","https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1",Juno,10.0,11.0,None,2016-10-31 23:00:11,10156.0,2967.0,https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,1.0,Wire-haired_fox_terrier,0.456047,True,Lakeland_terrier,0.273428,True,English_springer,0.0836433,True
487,793210959003287553,2016-10-31 22:00:04,http://twitter.com/download/iphone,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8,https://twitter.com/dog_rates/status/793210959003287553/photo/1,Maude,10.0,10.0,None,2016-10-31 22:00:04,9216.0,2892.0,https://pbs.twimg.com/media/CwINKJeW8AYHVkn.jpg,1.0,Doormat,0.874431,False,French_bulldog,0.0187591,True,Boston_bull,0.0151344,True
488,793195938047070209,2016-10-31 21:00:23,http://twitter.com/download/iphone,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,"https://twitter.com/dog_rates/status/793195938047070209/photo/1,https://twitter.com/dog_rates/status/793195938047070209/photo/1",Lily,10.0,12.0,puppo,2016-10-31 21:00:23,15779.0,5841.0,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,2.0,Labrador_retriever,0.654762,True,Golden_retriever,0.0741,True,Chihuahua,0.0423393,True
489,793180763617361921,2016-10-31 20:00:05,http://twitter.com/download/iphone,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,https://twitter.com/dog_rates/status/793180763617361921/photo/1,Newt,10.0,11.0,None,2016-10-31 20:00:05,7170.0,2079.0,https://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,1.0,Lakeland_terrier,0.266824,True,Irish_terrier,0.218783,True,Airedale,0.13296,True
490,793165685325201412,2016-10-31 19:00:10,http://twitter.com/download/iphone,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,https://twitter.com/dog_rates/status/793165685325201412/photo/1,Benji,10.0,12.0,None,2016-10-31 19:00:10,9730.0,2879.0,https://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,1.0,Golden_retriever,0.946224,True,Labrador_retriever,0.0364766,True,Doormat,0.00235285,False
